key,dish_id,eaten_at,eaten_at_utc_offset,image_id,weight,description,remarks,all_food_items
wrah5h,359754,2022-05-04T17:21:31Z,120,19a2e7b0-7aad-44c5-b52a-d67294d4ef49,28.0,tomates,souper,"galette wraps, demi crème acidulée , avocat, tomates, carottes , tranche jambon , gruyère râpé"
2ahgvr,366388,2022-05-29T07:28:29Z,120,6b1cc73c-e22b-4132-970e-e37910b8b407,13.0,crème de marrons,,"Pain , Crème de marrons"
2ahgvr,363746,2022-05-15T16:23:07Z,120,feb15752-d5e3-4f73-8eeb-9fb560cc6f6b,55.0,toast ,,"Toast , Fromage frais"
xjvrtk,361636,2022-05-09T18:00:49Z,120,59e31b5a-2c5c-48e7-b889-58ed408a3a0a,200.0,"galettes millet, haricots noirs, maïs",soir souper,"tomates, oignon frais, huile de lin, moutarde, vinaigre, galettes millet, haricots noirs, maïs"
p96w4a,361038,2022-05-08T09:55:25Z,120,7bd6e67d-b1ca-42e4-a5ca-713b7fadda27,37.0,croissants au jambon ,brunch,"pain (baguette), croissants au jambon , radis, carotte, pommes, bout de gruyère , salami, lard"
p8a2w5,364215,2022-05-17T10:31:50Z,120,9db1412f-0390-4151-9d81-2b27a4f9a0d9,44.0,viande,,"salade verte, carottes, vinaigrette, pommes de terre, viande"
p96w4a,359728,2022-05-04T15:59:04Z,120,c0fc63a2-21db-448b-875a-c736a595bd0a,13.0,flocon d'avoines,Bircher,flocon d'avoines
xjvrtk,365110,2022-05-21T12:59:12Z,120,76d985ce-8fcc-4832-b51f-25c40d637743,48.0,glace noisette,faim,glace noisette
m4egh2,364122,2022-05-17T05:04:14Z,120,e8255768-2401-491d-9b2f-35168137da3b,84.0,pain,,"Pain, Beurre, Confiture fraise"
p8a2w5,365840,2022-05-25T10:29:14Z,120,9e3bfdbf-2b6e-41be-93ee-6610250b8c4e,5.0,beurre,,"salade avec vinaigrette , tomates , mozzarella , petits pains grillés , beurre, charcuterie poulet rôti "
p8a2w5,364849,2022-05-20T11:00:55Z,120,18685cd7-995e-4bd3-92cc-bbff2c7bcb42,182.0,"légumes (courgette, oignon, 1 cs d'huile d'olive)",,"riz, légumes (courgette, oignon, 1 CS d'huile d'olive), oeuf, graines de sésame "
r3bub9,364223,2022-05-17T10:56:13Z,120,17c1535c-dc84-4dbb-9668-1d3f9a4a135d,143.0,raviolis a la courge,ils sont pas terribles ,"vinaigrette, tomates cerises, salade iceberg, raviolis a la courge"
m4egh2,363718,2022-05-15T14:32:03Z,120,5350f0cd-e92a-44fc-9770-13b4bcca327e,8.0,biscuit,,"Boules de glace, Meringue, kiwi, biscuit"
p96w4a,361406,2022-05-09T08:37:18Z,120,a7d36c03-057f-474b-9b76-5296d4f9faef,14.0,demi croissant,,"demi croissant, beurre , confiture abricot "
wrah5h,363932,2022-05-16T10:22:58Z,120,e3bda09e-e437-4ac8-bfbf-4f282e801bfc,90.0,pain/galette ,dîner,pain/galette 
2ahgvr,364191,2022-05-17T10:00:01Z,120,c476a6d0-acb2-45fd-b168-84822bc98003,315.0,salade grecque,"Poivrons, concombre, oignons frais, olives, feta ","Salade grecque, Sauce à salade maison"
xjvrtk,358883,2022-05-02T12:33:52Z,120,b53715cb-f3f5-4abf-bd1d-b7264f7f0a86,50.0,œuf dur ,midi,"boulgour, ratatouille, œuf dur "
p96w4a,365397,2022-05-22T17:37:14Z,120,4e021399-8a90-44fe-b06c-0955cd2280f7,29.0,oeuf,,"riz, tomate cerise, pêche , maïs, asperges, thon, haricot rouge, oeuf, sauce à salade"
p96w4a,359467,2022-05-04T04:08:05Z,120,c9db26cc-13d6-4355-97a6-2355ea46cf42,39.0,tartine mélasse + beurre,,"Tartine confiture fraise + beurre, Tartine mélasse + beurre"
p8a2w5,366565,2022-05-30T10:59:54Z,120,d767c564-a3e6-4306-b022-ea44636699d8,28.0,mayonnaise,,"tortilla, aubergines sautées, salade russe, mayonnaise"
wrah5h,364302,2022-05-17T17:09:16Z,120,a7f54de1-9b6e-4edf-8f1f-0df19f00ceb0,133.0,"salade de carotte, mais, tomates ",souper,"salade de carotte, mais, tomates , tranche pizza légumes , tranche pizza ricotta épinards "
6fwmw2,360311,2022-05-06T07:22:36Z,120,fc43899a-21ef-45e8-95b0-d10af04f9539,146.0,fraises ,,Fraises 
6fwmw2,360730,2022-05-07T11:16:32Z,120,1a96e805-fc15-4295-90a7-73a41fcb683f,49.0,salade de céleri ,,"Poulet rôti , Salade de pomme de terre, Salade de carotte , Salade de céleri "
p96w4a,361046,2022-05-08T10:18:16Z,120,a11463a4-ab51-4b83-a55f-d4edfb527b13,14.0,tomme fleurette,brunch,"pain (baguette), truite, fromage (etivaz), tomme de savoie, fromage de brebis/chèvre (2 bouts), tomme fleurette, brie, fromage de chèvre frais à la figue, beurre"
2ahgvr,366704,2022-05-31T08:18:33Z,120,cca1db77-eb8e-454d-8ea2-e23840f01b97,6.0,graine de chia,Muesli,"Yogourt nature, Flocons d'avoine, Son d'avoine, Miel, Graine de chia, Purée d'amande"
xjvrtk,364491,2022-05-18T14:58:07Z,120,4d153e2f-e2dc-478b-80de-472793d5b51e,200.0,myrtilles,goûter,myrtilles
wrah5h,365263,2022-05-22T07:35:39Z,120,c73a766e-70bf-435f-b53a-6b981cf634e3,39.0,framboises ,déjeuner,"pain, nutella , fraises , framboises "
wrah5h,359170,2022-05-03T08:11:27Z,120,383669c9-0f7c-4be9-a917-ab76ffae8ab0,95.0,pomme,"""collation""",pomme
8japfq,363355,2022-05-14T10:57:34Z,120,0bd218b2-a4c6-4605-8737-2055d3040f25,42.0,hummous ,,"Fraises, Brioche au chocolat, Pain aux noix, Olives à l'huile, Hummous , Cottage cheese aux herbes, St-félicien , Tomates rôties , Oeuf au plat "
wrah5h,359207,2022-05-03T10:17:17Z,120,712f4686-2c54-47d3-a8f2-811e15f6e76b,28.0,sauce vinaigrette ,dîner,"quinoa, mangue, betterave, avocat , carotte râpées, tomate, tofu à la mangue , échalotes , oignons en bottes , sauce vinaigrette "
p96w4a,364156,2022-05-17T07:20:20Z,120,b0979eb7-5126-4d9e-9058-64093ecde7e0,5.0,beurre,,"pain, beurre, mélasse , pain , beurre, nutella "
ppf8hc,360383,2022-05-06T10:44:39Z,120,586e0d02-4ce2-4d7f-8ebb-a46598eb749c,182.0,carotte,,"carotte, mélange quinoa boulgour "
wrah5h,365391,2022-05-22T17:13:56Z,120,ee492174-b956-48fe-a4cb-4f059c9bc233,82.0,riz complet ,souper,"saumon grillé , riz complet , salade carotte et maïs "
p8a2w5,358637,2022-05-01T18:29:40Z,120,bdb25c53-2eb7-4a81-b33e-6d28997d0183,112.0,pillons de poulet,repas,"pains (provençales et blanc), pillons de poulet, salade verte + carottes + vinaigrette, salade tomate mozzarella concombre"
p96w4a,365337,2022-05-22T12:53:44Z,120,ea5f58cc-2c17-4ecc-ad47-54141658e911,15.0,salami,,"pain, beurre , jambon, oignon, crème balsamique , radis, salami"
p8a2w5,366664,2022-05-30T20:52:00Z,120,0845ef8b-a437-4236-a4f5-49280aac5c51,21.0,barre de chocolat kinder,,"barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder"
8japfq,364846,2022-05-20T10:51:13Z,120,327c0351-f7ed-43fe-8043-0687d8b0e848,28.0,branche de chocolat ,,Branche de chocolat 
wrah5h,365177,2022-05-21T17:47:45Z,120,69327bb9-2361-4486-bea2-300691e60d0a,51.0,pain,souper,"pain, caviar d'aubergines "
wrah5h,361027,2022-05-08T09:25:40Z,120,a92ea4e8-63d4-40a4-86b7-b9274976c627,30.0,myrtilles,déjeuner ,"fraises, framboises, myrtilles"
wrah5h,364277,2022-05-17T15:32:52Z,120,8487ef93-2680-471e-986f-692657cd360f,175.0,poire,collation,poire
p8a2w5,364985,2022-05-20T20:38:55Z,120,eb0dd196-9c09-40d1-8e3d-e5f66c794af8,57.0,pizza,,pizza
m4egh2,365499,2022-05-23T10:46:25Z,120,768d6aed-623c-4cfb-8f4e-e33da1f18a76,38.0,carottes,,"Pâtes, Aubergines, Carottes, Fromage gruyère"
8japfq,361897,2022-05-10T13:43:56Z,120,124b4ec0-4fda-4c14-aee4-e31ac6a94b5c,213.0,pomme,,"Croissant de sils , Pomme"
ppf8hc,364074,2022-05-16T19:03:16Z,120,2833b10a-52c7-409b-ad86-f6147c323f9e,14.0,parmesan ,,"risotto aux asperges , parmesan "
xjvrtk,364646,2022-05-19T11:06:49Z,120,02911570-1e99-4b2c-9ad0-469321a8a342,160.0,épautre cuit,midi,"épautre cuit, oeufs brouillés, aubergine au four "
p96w4a,361417,2022-05-09T09:01:52Z,120,1be5e2de-f1fe-4789-baf2-13f24ce8ca0a,3.0,beurre,,"tresse, beurre, confiture abricot "
2ahgvr,358749,2022-05-02T07:41:31Z,120,aa859e5b-563f-472c-9914-036722ebf60e,8.0,graines de chia,Mélange,"Blanc battu, Flocons d'avoine, Graines de chia, Miel"
wrah5h,364046,2022-05-16T17:18:01Z,120,1550c506-8c95-461f-b658-8f427dc2a0af,123.0,pâtes,souper,"haricots verts + huile, haricots rouges , pâtes, mozzarella "
p96w4a,361046,2022-05-08T10:18:16Z,120,a11463a4-ab51-4b83-a55f-d4edfb527b13,3.0,beurre,brunch,"pain (baguette), truite, fromage (etivaz), tomme de savoie, fromage de brebis/chèvre (2 bouts), tomme fleurette, brie, fromage de chèvre frais à la figue, beurre"
p96w4a,365655,2022-05-24T09:21:45Z,120,1205e577-5f14-45a2-9590-646d80ba6107,38.0,pain,,"pain, beurre, pâte à tartiner"
wrah5h,359754,2022-05-04T17:21:31Z,120,19a2e7b0-7aad-44c5-b52a-d67294d4ef49,39.0,avocat,souper,"galette wraps, demi crème acidulée , avocat, tomates, carottes , tranche jambon , gruyère râpé"
wrah5h,364046,2022-05-16T17:18:01Z,120,1550c506-8c95-461f-b658-8f427dc2a0af,54.0,mozzarella ,souper,"haricots verts + huile, haricots rouges , pâtes, mozzarella "
m4egh2,363641,2022-05-15T10:51:45Z,120,1f732396-f9f9-451f-bb51-ade259131e78,4.0,beurre,,"Pain, Beurre, Confiture fraise, Framboises, Myrtilles"
p96w4a,362582,2022-05-12T07:46:53Z,120,9c8dd558-21eb-4150-a872-af92749663ff,5.0,beurre ,,"pain, beurre , confiture , pain, beurre, nutella"
p96w4a,362939,2022-05-13T07:15:08Z,120,e036b3f8-ccaa-47a4-af6e-0a6de159b9bc,24.0,pain,,"pain, beurre, mélasse , pain, beurre , confiture "
xjvrtk,362852,2022-05-12T19:31:32Z,120,32289b41-a85a-4563-8e38-c47e7693d2d0,200.0,galettes millet haricots noirs maïs,souper,"salade verte, galettes millet haricots noirs maïs, vinaigre balsamique, purée betterave lentilles"
wrah5h,365350,2022-05-22T13:47:13Z,120,c4d2e0f7-71f7-4e23-bc37-43a0aff738da,47.0,pain ,dîner,"omelette aux tomates, pain "
r3bub9,365433,2022-05-23T10:10:00Z,120,bb18e23e-6449-46ba-a82b-2f630af251aa,50.0,tomate,,"tomate, mozzarella, millet"
xjvrtk,358670,2022-05-01T21:22:50Z,120,6d7c5913-406a-449c-a95d-dae1cff11f27,145.0,séré maigre,bircher soir,"séré maigre, graines de chia, purée de noisettes"
p8a2w5,364990,2022-05-20T21:02:27Z,120,0845ef8b-a437-4236-a4f5-49280aac5c51,21.0,barre de chocolat kinder,,"barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder"
r3bub9,366049,2022-05-26T11:47:08Z,120,d936efff-6fc8-4d66-8681-db5d7fd4f9c4,21.0,salade verte,,"sauce oignons, rôti , salade de carottes, salade de riz, salade verte, salade russe"
ppf8hc,364193,2022-05-17T10:07:09Z,120,9c8fc2f7-062d-4701-885c-184a8d501c5b,98.0,poulet,,"frites, poulet, salade verte, oeufs"
xjvrtk,361802,2022-05-10T09:56:56Z,120,54ee4857-524c-436a-a31b-a1013669f8c1,80.0,galette millet maïs haricots noirs,midi,"salade betterave carotte, galette millet maïs haricots noirs, fromage pate molle, fromage de chevre"
xjvrtk,365083,2022-05-21T11:41:16Z,120,5ccbcf64-3631-48df-9e8a-85fb33dbf912,500.0,tomates cerises,faim,tomates cerises
p8a2w5,366102,2022-05-26T21:44:00Z,120,0845ef8b-a437-4236-a4f5-49280aac5c51,21.0,barre de chocolat kinder,,"barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder"
6fwmw2,361787,2022-05-10T08:34:44Z,120,9d7b61b8-02b0-4d63-838a-54edfe54552b,19.0,blevita ,,Blevita 
p96w4a,364156,2022-05-17T07:20:20Z,120,b0979eb7-5126-4d9e-9058-64093ecde7e0,6.0,mélasse ,,"pain, beurre, mélasse , pain , beurre, nutella "
xjvrtk,364048,2022-05-16T17:27:04Z,120,f490015b-1246-4f64-b1f7-b1f486e3fe67,30.0,salade,soir,"risotto au safran, salade, parmesan"
8japfq,363793,2022-05-15T18:40:48Z,120,73d04325-9904-439c-a617-44a5061581a3,25.0,branche de chocolat ,,Branche de chocolat 
8japfq,363775,2022-05-15T17:43:07Z,120,9ac9736b-e0d1-4862-9981-1f47f8109d18,183.0,"pizza champignons, olives, courgettes ",,"Pizza champignons, olives, courgettes "
p8a2w5,359976,2022-05-05T11:35:40Z,120,c68fefbc-cbb5-416b-9841-87bdfa83de36,163.0,"salade (salade verte, carottes, avocat, 1cs huile d'olive, 1 cs vinaigre)",,"oeuf fris, salade (salade verte, carottes, avocat, 1CS huile d'olive, 1 CS vinaigre), pain au sésames"
2ahgvr,363969,2022-05-16T11:35:57Z,120,3718d88c-ba98-4da1-84dc-7d5ad0a4df92,118.0,colrave crue ,,Colrave crue 
8japfq,364834,2022-05-20T10:25:09Z,120,b233fd7c-865a-4287-818f-8d4fe868585e,52.0,épinards frais ,Sauce à salade = 1 càs vinaigrette ,"Épinards frais , Pousses de graines , Tomates cerises , Fallafels"
