key,description,weight,predicted_weight,absolute_error,total_dish_wmae,url,reasoning
p8a2w5,"pizza (mozza, jambon, champignon",347.0,200,147.0,147.0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/37fef8e0-2fec-4361-a82e-fea411cf25e0,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a rectangular slice of pizza on a plate. The pizza has visible toppings of mozzarella cheese, ham, and mushrooms. The crust is moderately thick, and the slice appears to be of medium size. Based on the visual evidence, the weight of this slice of pizza, including the toppings, is estimated to be approximately 200 grams."
ppf8hc,lasagne aux aubergines,395.0,250,145.0,145.0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/476db52e-abae-4857-beed-2ea911c57dc9,"Let's work this out in a step by step way to be sure we have the right answer. The lasagne aux aubergines is visible on the plate, and it appears to be a single serving. The portion includes layers of pasta, eggplant, tomato sauce, and cheese. Based on the size of the lasagne relative to the plate and its density, I estimate the weight of this portion to be approximately 250 grams."
8japfq,salade grecque,460.0,300,160.0,143.60919540229884,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/6900a2ca-84e1-4e77-93d3-c1286d205017,"Let's work this out in a step by step way to be sure we have the right answer. The Greek salad in the image consists of diced tomatoes, cucumbers, feta cheese, black olives, and possibly a light dressing. The bowl appears to be moderately filled, and the ingredients are chopped into small pieces, which makes the salad appear more voluminous than its actual weight. Considering the density of the ingredients (tomatoes and cucumbers being water-rich and light, feta cheese being denser, and olives being relatively small), I estimate the total weight of the Greek salad to be approximately 300 grams."
8japfq,pain aux noix,62.0,40,22.0,143.60919540229884,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/6900a2ca-84e1-4e77-93d3-c1286d205017,"Let's work this out in a step by step way to be sure we have the right answer. The specified food item is 'pain aux noix' (walnut bread). In the image, there is a single slice of walnut bread visible, placed on the edge of the bowl. The slice appears to be of medium thickness and is roughly the size of a standard bread slice. Considering the density of walnut bread, which is slightly heavier than regular bread due to the inclusion of nuts, I estimate the weight of this slice to be approximately 40 grams."
p96w4a,"gratin pates avec thon, petits pois, poivrons et fromage à gratiner",157.0,300,143.0,143.0,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/2560a081-c1dd-48cf-aa05-a02ed674827f,"Let's work this out in a step by step way to be sure we have the right answer. The dish contains pasta, tuna, peas, bell peppers, and gratinated cheese. The specified food item is the entire dish, which is a gratin. The portion on the plate appears to be a moderate serving. Considering the density of the ingredients (pasta being the heaviest component, followed by tuna, cheese, and lighter vegetables like peas and bell peppers), and the visible volume of the food on the plate, I estimate the weight of the entire dish to be approximately 300 grams."
wrah5h,soupe courgette,162.0,300,138.0,138.0,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/dbd0f239-9a8e-4455-a585-fb3c527b382f,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a bowl of green soup, identified as 'soupe courgette.' The bowl appears to be medium-sized and is filled close to the rim. Based on the visual evidence, the soup likely occupies most of the bowl's volume. Considering the density of a blended soup like this, which is relatively low compared to solid foods, I estimate the weight of the soup to be approximately 300 grams."
8japfq,cottage cheese,82.0,50,32.0,127.59322033898306,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/d3483c57-c2e2-4657-825f-52070e3da0b8,"Let's work this out in a step by step way to be sure we have the right answer. The cottage cheese is located on the top right of the plate, appearing as a small, white, lumpy portion. It is distinct from the other items on the plate. Based on its size relative to the plate and the other food items, I estimate the portion to be approximately 50 grams. This estimation considers the density of cottage cheese and the visible volume."
8japfq,salade de pomme de terre,360.0,200,160.0,127.59322033898306,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/d3483c57-c2e2-4657-825f-52070e3da0b8,"Let's work this out in a step by step way to be sure we have the right answer. The 'salade de pomme de terre' (potato salad) is located in the bottom right section of the plate. It consists of diced potatoes mixed with herbs, onions, and dressing. Based on the visual evidence, the portion appears to be moderately sized, occupying a significant part of the plate. Considering the density of potatoes and the volume of the portion, I estimate the weight of the 'salade de pomme de terre' to be approximately 200 grams."
8japfq,salade verte,30.0,30,0.0,127.59322033898306,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/d3483c57-c2e2-4657-825f-52070e3da0b8,"Let's work this out in a step by step way to be sure we have the right answer. The 'salade verte' (green salad) is visible on the plate as a portion of leafy greens, likely lettuce. The leaves are fresh and not densely packed, which suggests a low weight due to their low density. Based on the visual evidence, the portion appears to be around 4-5 medium-sized lettuce leaves. Considering the volume and typical weight of lettuce, I estimate the weight of the 'salade verte' to be approximately 30 grams."
ppf8hc,pizza,577.0,450,127.0,127.0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/2963eb36-b975-492c-9ee4-ec888757d45a,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a whole pizza in a standard pizza box. The pizza appears to be a thin-crust style with toppings including cheese, ham, mushrooms, and tomato sauce. Based on the size of the pizza relative to the box, it seems to be a medium-sized pizza, approximately 30 cm in diameter. Thin-crust pizzas of this size typically weigh around 400-500 grams, including the toppings. Considering the visible toppings and crust thickness, I estimate the weight to be around 450 grams."
wrah5h,"délice des dieux (biscuit, fruits rouges, séré+mascarpone)",325.0,200,125.0,125.0,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/560d1e28-3692-4e4d-bdaf-3abb5f44be7a,"Let's work this out in a step by step way to be sure we have the right answer. The dessert consists of a visible layer of biscuit at the bottom, a creamy layer of séré and mascarpone, and fruits rouges (red fruits) including raspberries on top and within the cream. The portion size is a single slice, and the plate provides a reference for scale. The biscuit layer is thin, the cream layer is thick and dense, and the fruits are scattered. Considering the density of the cream and the visible volume of the dessert, I estimate the weight of this portion to be approximately 200 grams."
p96w4a,sirop,26.0,150,124.0,124.0,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/33ce77d5-6d24-4e45-bffb-2aa8a7cbd5f4,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a small transparent plastic cup filled with a red liquid, which is identified as 'sirop.' The cup appears to be a standard small size, likely holding around 150-200 ml when full. The liquid is not completely to the brim, so the volume is slightly less than the full capacity. Assuming the density of the sirop is close to that of water (1 g/ml), the weight of the liquid can be estimated based on its volume. Considering the cup is about 80-90% full, the weight of the sirop is approximately 150 grams."
8japfq,gruyère,30.0,25,5.0,123.83414634146341,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/4dd7eb9a-2586-49a7-a9f6-8c88409f0e9f,"Let's work this out in a step by step way to be sure we have the right answer. The specified food item is 'gruyère,' which is visible as a single rectangular slice of cheese on the right side of the plate. Based on its size and thickness, it appears to be a standard slice of gruyère. Considering the density of cheese and the visual evidence, I estimate the weight of this slice to be approximately 25 grams."
8japfq,gratin de légumes,309.0,150,159.0,123.83414634146341,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/4dd7eb9a-2586-49a7-a9f6-8c88409f0e9f,"Let's work this out in a step by step way to be sure we have the right answer. The 'gratin de légumes' is located in the bottom left portion of the plate. It appears to be a mix of vegetables such as zucchini, tomatoes, and possibly eggplant, baked with a sauce and some cheese. The portion size is moderate, covering a small section of the plate. Considering the density of the dish (vegetables with sauce and cheese), I estimate the weight to be around 150 grams."
8japfq,salade mêlée,71.0,50,21.0,123.83414634146341,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/4dd7eb9a-2586-49a7-a9f6-8c88409f0e9f,"Let's work this out in a step by step way to be sure we have the right answer. The salade mêlée is visible on the top left of the plate and consists of mixed greens, spinach leaves, and a few cherry tomatoes. The portion appears to be a medium-sized serving, covering about one-third of the plate. Considering the low density of leafy greens and the small number of cherry tomatoes, the weight is likely to be relatively light. Based on the visual evidence, I estimate the weight of the salade mêlée to be approximately 50 grams."
p8a2w5,banane,242.0,130,112.0,112.0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1283a444-b491-4cfb-b1cc-0bda2a6ef7e9,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a single banana with its peel intact. Based on its size and curvature, it appears to be a medium-sized banana. A medium banana with the peel typically weighs around 120-150 grams. Considering the visual evidence, I estimate the weight of this banana to be approximately 130 grams."
8japfq,pomme,69.0,180,111.0,111.0,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/782d4a63-1022-4264-b9e6-1e8cc0b03570,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a red apple (pomme) being held in a hand. Based on the size of the apple relative to the hand, it appears to be a medium-sized apple. Medium apples typically weigh around 150-200 grams. Considering the visual evidence, this apple seems to fall within that range, closer to 180 grams."
r3bub9,petit pain au fromage d'italie,170.0,60,110.0,110.0,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/49cc1a16-4835-4fdb-abd0-02d5dd713314,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a sandwich made with a small bread roll (petit pain) containing Italian cheese, lettuce, tomato slices, cucumber slices, and possibly other ingredients. The bread roll appears to be soft and medium-sized, typical of a petit pain. Based on its size and density, I estimate the weight of the bread roll alone, without the filling, to be approximately 60 grams."
8japfq,pizza aux légumes,258.0,150,108.0,108.0,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/794f61b2-f5f2-414d-bd5e-8ddaefed8b0f,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a partially eaten vegetable pizza (pizza aux légumes) on a plate. The visible portion of the pizza is approximately one-third of a standard pizza. Considering the thickness of the crust, the toppings (vegetables, cheese, and sauce), and the density of the ingredients, I estimate the weight of this portion. A typical full pizza of this type might weigh around 400-500 grams. Therefore, one-third of it would weigh approximately 130-170 grams. Based on the visual evidence, I estimate the weight of the visible portion to be 150 grams."
ppf8hc,salade de carottes,94.0,200,106.0,106.0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/9b6c62f6-4f81-4ec4-989f-ce06be0b6e9d,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a bowl filled with grated carrot salad (salade de carottes). The bowl appears to be medium-sized and is filled to about 80% capacity. Grated carrots are relatively dense, and the salad seems to include some dressing or seasoning, which may slightly increase the weight. Based on the visual evidence, I estimate the weight of the carrot salad to be approximately 200 grams."
xjvrtk,"légumes cuits: côtes de bette, betterave rouge, fenouil, carottes",336.0,200,136.0,105.20353982300884,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/bdb98a92-fcc8-4f1c-9acb-da9162427c7b,"Let's work this out in a step by step way to be sure we have the right answer. The cooked vegetables (côtes de bette, betterave rouge, fenouil, carottes) are visible on the left side of the plate. They appear to be chopped and mixed together, with a significant portion covering about half of the plate. Considering the density of the vegetables (beets being denser, while chard stems and fennel are lighter), and the volume they occupy, I estimate the total weight of the cooked vegetables to be approximately 200 grams."
xjvrtk,omelette à la ciboulette,116.0,100,16.0,105.20353982300884,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/bdb98a92-fcc8-4f1c-9acb-da9162427c7b,"Let's work this out in a step by step way to be sure we have the right answer. The omelette à la ciboulette is clearly visible on the right side of the plate. It appears to be cut into two portions, with a bright yellow color and green chive garnish. Based on the size of the omelette relative to the plate and the other food items, I estimate its weight. Considering the density of eggs and the visible thickness, the omelette likely weighs around 100 grams."
2ahgvr,pizza,395.0,500,105.0,105.0,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/bde4af63-a58b-4570-91f5-9d102dda144b,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a whole pizza with visible toppings such as pepperoni, black olives, and cheese. The pizza appears to be a standard medium-sized pizza, with a thin crust and evenly distributed toppings. Based on the visual evidence, the weight of the pizza, including the crust, sauce, cheese, and toppings, is estimated to be approximately 500 grams."
r3bub9,risotto aux asperges,305.0,200,105.0,105.0,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/207070c9-c6dd-4cf9-b0a7-5979b06babc3,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a portion of risotto aux asperges (asparagus risotto) served on a plate. The risotto appears to be a moderate portion, with visible grains of rice and pieces of asparagus. Based on the size of the plate and the portion's spread, I estimate the weight of the risotto, including the asparagus, to be approximately 200 grams. This estimation considers the density of cooked risotto and the visible volume on the plate."
wrah5h,compte de pommes sans sucres ajoutés,75.0,180,105.0,105.0,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/c046d407-be90-4ba8-bd3e-1c782a42d292,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a bowl containing unsweetened applesauce. The bowl appears to be medium-sized and is filled to about three-quarters of its capacity. Based on the visual evidence, the volume of the applesauce is approximately 150-200 ml. Considering the density of applesauce (close to 1 g/ml), the weight of the applesauce is estimated to be around 150-200 grams. To be precise, I estimate the weight to be 180 grams."
p96w4a,compote fraise rhubarbe sans sucre,145.0,250,105.0,105.0,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/994cf741-27c4-409f-832c-09e367a4e87d,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a bowl filled with a smooth, reddish compote, which is labeled as 'compote fraise rhubarbe sans sucre' (strawberry rhubarb compote without sugar). The bowl appears to be medium-sized and is filled to about 80% of its capacity. Based on the visual evidence, the compote has a dense, puréed texture. Considering the volume of the bowl and the density of the compote, I estimate the weight of the compote to be approximately 250 grams."
8japfq,"pizza champignons, olives, courgettes",183.0,80,103.0,103.0,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/9ac9736b-e0d1-4862-9981-1f47f8109d18,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a pizza with visible toppings of champignons (mushrooms), olives, and courgettes (zucchini). The pizza is partially eaten, with five slices visible on the plate. The toppings are distributed across the slices, and the pizza crust appears thin. Based on the size of the slices and the visible toppings, I estimate the total weight of the pizza (including the crust and toppings) to be approximately 400 grams. Since the toppings (champignons, olives, and courgettes) are a smaller portion of the total weight, I estimate their combined weight to be around 80 grams, considering their density and distribution."
2ahgvr,porridge salé,48.0,150,102.0,102.0,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a35f3211-3b33-4826-97b8-3af69655dada,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a glass jar containing porridge salé (savory porridge). The jar appears to be about half full. Considering the density of porridge, which is relatively high due to its thick consistency, and the size of the jar, I estimate the weight of the porridge to be approximately 150 grams. This estimation excludes the weight of the jar and is based on the visible volume of the porridge."
xjvrtk,tarte flambée pomme rhubarbe,250.0,150,100.0,100.0,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/f607625b-a07d-423e-a564-4d96ebadf084,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a slice of tarte flambée pomme rhubarbe (apple and rhubarb tart) on a plate. The tart appears to be thin, with a crispy crust and a topping of diced rhubarb and apple. Based on the size of the slice relative to the plate, the portion is approximately one-quarter of a standard tart. Considering the thin crust and the density of the toppings, I estimate the weight of this slice to be around 150 grams."
r3bub9,jus de fraises,200.0,300,100.0,100.0,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/37ec295e-09bc-480f-90e6-17bc824dfb81,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a glass of strawberry juice (jus de fraises). The glass appears to be a standard medium-sized drinking glass, filled almost to the top. Based on the visual evidence, the volume of the juice is approximately 300 ml. Since the density of juice is close to that of water (1 g/ml), the weight of the juice can be estimated to be around 300 grams."
p8a2w5,nectarine,51.0,150,99.0,99.0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/92089c9a-c190-4930-b57e-08ca9f63a9f4,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a single nectarine, which appears to be of average size. Nectarines are typically dense fruits, and their weight is influenced by their size and water content. Based on the visual evidence, this nectarine seems to be medium-sized, with no visible cuts or missing parts. Considering its size and density, I estimate its weight to be approximately 150 grams."
2ahgvr,piment,16.0,20,4.0,94.4019138755981,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/6ad3a13b-915d-44a0-b6fa-c34c76f40b78,"Let's work this out in a step by step way to be sure we have the right answer. The specified food item is 'piment,' which refers to the single whole pepper visible on the left side of the pizza box. Based on its size and typical density, it appears to be a medium-sized pepper. Considering its length and thickness, I estimate its weight to be approximately 20 grams."
2ahgvr,pizza,402.0,500,98.0,94.4019138755981,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/6ad3a13b-915d-44a0-b6fa-c34c76f40b78,"Let's work this out in a step by step way to be sure we have the right answer. The pizza is a standard round pizza, cut into slices, and fills the box. Based on the size of the box and the thickness of the crust, this appears to be a medium-sized pizza with a thin crust. Considering the toppings and the density of the pizza, I estimate the weight of the entire pizza, including the toppings, to be approximately 500 grams."
wrah5h,cocktail de crevettes et avocat,172.0,80,92.0,92.0,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/f3c17a65-8497-43c7-86be-fec9cceceb28,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a cocktail glass filled with a creamy mixture, which is likely a shrimp and avocado cocktail. The visible portion of the dish is mostly the sauce, with some shrimp pieces visible. Based on the size of the glass and the typical density of such a mixture, I estimate the total weight of the shrimp and avocado components (excluding the sauce) to be approximately 80 grams. This accounts for the shrimp and avocado being a smaller proportion of the total volume."
wrah5h,omelette aux tomates,209.0,100,109.0,91.375,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/c4d2e0f7-71f7-4e23-bc37-43a0aff738da,"Let's work this out in a step by step way to be sure we have the right answer. The image shows two triangular slices of omelette with visible chunks of tomato. The omelette appears to be of medium thickness and is cooked evenly. Based on the size of the slices relative to the bread slice, each piece of omelette is approximately 50 grams. Since there are two slices, the total weight of the omelette aux tomates is estimated to be around 100 grams."
wrah5h,pain,47.0,60,13.0,91.375,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/c4d2e0f7-71f7-4e23-bc37-43a0aff738da,"Let's work this out in a step by step way to be sure we have the right answer. The specified food item is 'pain' (bread). In the image, there are two slices of bread visible. The bread appears to be whole-grain and of medium thickness. Based on the size and thickness of the slices, I estimate that each slice weighs approximately 30 grams. Since there are two slices, the total weight of the bread is approximately 60 grams."
2ahgvr,tomates,264.0,360,96.0,90.42756183745583,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/870b697a-4ca7-485b-8fb7-2178f9174d29,"Let's work this out in a step by step way to be sure we have the right answer. The image shows two large tomatoes placed on a wooden surface. Each tomato appears to be of a similar size, and based on their visual appearance, they are likely medium to large-sized tomatoes. A typical large tomato weighs approximately 150-200 grams. Considering the size and shape of these tomatoes, I estimate each to weigh around 180 grams. Since there are two tomatoes, the total weight would be approximately 360 grams."
2ahgvr,olives,19.0,32,13.0,90.42756183745583,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/870b697a-4ca7-485b-8fb7-2178f9174d29,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a total of 7 olives on the lid of a container. These olives are of varying sizes, with most being green and one being black. Based on their size and density, I estimate each olive to weigh approximately 4-5 grams. Multiplying this by 7 olives, the total weight is approximately 28-35 grams. I will take the midpoint of this range for the final estimate."
8japfq,omelette au fromage,197.0,120,77.0,90.26209677419355,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a7ac58e-ba7a-46e3-90b2-220082e458bf,"Let's work this out in a step by step way to be sure we have the right answer. The omelette au fromage is clearly visible on the left side of the plate. It appears to be a medium-sized portion, with a fluffy texture and some cheese integrated into it. Based on the visual evidence, the omelette seems to weigh less than a dense food item of the same volume. Considering the size and thickness of the omelette, I estimate its weight to be approximately 120 grams."
8japfq,blé aux légumes,299.0,200,99.0,90.26209677419355,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a7ac58e-ba7a-46e3-90b2-220082e458bf,"Let's work this out in a step by step way to be sure we have the right answer. The specified food item is 'blé aux légumes,' which is visible on the right side of the plate. It consists of cooked wheat grains mixed with vegetables, including leafy greens and tomatoes. The portion appears to be compact and dense, occupying about half of the plate. Considering the density of cooked wheat and vegetables, and the visual volume of the portion, I estimate the weight of the 'blé aux légumes' to be approximately 200 grams."
r3bub9,spritz,340.0,250,90.0,90.0,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/64df8589-fbd8-40f7-b0df-cc18b15e352b,"Let's work this out in a step by step way to be sure we have the right answer. The image shows a glass of spritz, which is a cocktail typically served in a wine glass. The glass appears to be about three-quarters full, containing liquid, ice cubes, and a slice of orange. Based on the size of the glass and the visible volume of the drink, I estimate the weight of the spritz (including the liquid and ice but excluding the glass) to be approximately 250 grams."
