key,description,weight,predicted_weight,absolute_error,weighed_absolute_error,url
ppf8hc,pâte carbonara,82.0,250,168.0,0.08242734654069611,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4d4e6539-b86f-4019-b2aa-0c15dbce0667
xjvrtk,salade de tomates,417.0,250,167.0,0.41667813485391525,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/ce668b40-a61f-4ac1-abfd-a150071ddd76
8japfq,"pizza champignons, olives, courgettes",183.0,350,167.0,0.1828587498279772,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/9ac9736b-e0d1-4862-9981-1f47f8109d18
xjvrtk,tomate,317.0,150,167.0,0.3167553207402665,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/89b3294f-5dd2-4358-9633-2eb14dbff3ef
ppf8hc,boulettes au légumes à la sauce tomate,316.0,150,166.0,0.3138653375536262,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf22a1b3-a8b6-4823-a44b-0893c3097763
p8a2w5,"curry (lait de coco, tofu, oignon, carottes, poivrons verts)",86.0,250,164.0,0.08438990241071269,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/62095991-e788-405d-a5d5-b5ad2d8bd2e0
xjvrtk,tomate,240.0,80,160.0,0.22976263844096476,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/1fa390c1-9169-42c0-abbd-3aa6e1a5c90b
xjvrtk,courgette,250.0,90,160.0,0.2393360817093383,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d15f25db-272a-4f8a-a0ae-225438cf4b70
xjvrtk,"légumes cuits: côtes de bette, betterave rouge, fenouil, carottes",336.0,180,156.0,0.3136260014719169,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/bdb98a92-fcc8-4f1c-9acb-da9162427c7b
2ahgvr,humus,45.0,200,155.0,0.041734229248065864,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/db02ddb8-4bbb-4f48-bc32-55a1cde35ba5
2ahgvr,porridge,46.0,200,154.0,0.04238642007072381,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b8540d8b-d377-4484-abcd-0071bf431d0d
xjvrtk,courgette et oignons,300.0,150,150.0,0.26925309192300556,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/8fb08d9a-4e44-4251-a0e4-26441252d211
wrah5h,"délice des dieux (biscuit, fruits rouges, séré+mascarpone)",325.0,180,145.0,0.2819678212638142,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/560d1e28-3692-4e4d-bdaf-3abb5f44be7a
m4egh2,pâtes,340.0,200,140.0,0.2848099372341126,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7e7c07da-f8a5-4c6a-96b0-28284727895f
p8a2w5,bière,260.0,400,140.0,0.21779583435549785,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/f4d68b41-ea3f-4429-83cf-9d9741ce7962
xjvrtk,aubergine au four,257.0,120,137.0,0.2106696025226023,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/02911570-1e99-4b2c-9ad0-469321a8a342
2ahgvr,porridge,44.0,180,136.0,0.03580467782371701,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1daf744b-ac33-4b3d-99b3-c6de4358a61a
2ahgvr,tomates,264.0,400,136.0,0.21482806694230205,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/870b697a-4ca7-485b-8fb7-2178f9174d29
xjvrtk,concombre,215.0,80,135.0,0.1736682442903386,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/611431d0-f119-4ef8-ad73-bb27c5075c3c
2ahgvr,porridge salé,48.0,180,132.0,0.037910835342759186,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a35f3211-3b33-4826-97b8-3af69655dada
ppf8hc,carottes cuites,210.0,80,130.0,0.16334687576662338,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a240c2fe-3f03-48ac-b042-ee673b3425b0
p8a2w5,lait dans le café froid,250.0,120,130.0,0.19446056638883735,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/dacc4b11-9bfa-4447-8ad5-5bcf3bde997f
8japfq,gratin de légumes,309.0,180,129.0,0.23850438882539834,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/4dd7eb9a-2586-49a7-a9f6-8c88409f0e9f
p8a2w5,café,72.0,200,128.0,0.05514303322583154,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4a490097-e5f7-42a3-8928-9bdd835d4d17
p8a2w5,lait dans le café,177.0,50,127.0,0.1345008945186054,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/03210130-04f7-45e1-babd-2c0693093101
ppf8hc,pizza,577.0,450,127.0,0.438457718289465,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/2963eb36-b975-492c-9ee4-ec888757d45a
p96w4a,délice tomate mozzarella,54.0,180,126.0,0.04071106749875844,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ebafbd6-315d-44a6-8508-ba143d23adb2
xjvrtk,ratatouille,275.0,150,125.0,0.2056794452189626,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/b53715cb-f3f5-4abf-bd1d-b7264f7f0a86
xjvrtk,fraises,125.0,250,125.0,0.09349065691771027,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/3d828624-e384-44e7-99f6-4c8a4e6f0ba4
xjvrtk,fraises,125.0,250,125.0,0.09349065691771027,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/3d828624-e384-44e7-99f6-4c8a4e6f0ba4
r3bub9,risotto aux asperges,305.0,180,125.0,0.22811720287921305,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/207070c9-c6dd-4cf9-b0a7-5979b06babc3
p96w4a,sirop,26.0,150,124.0,0.019290488185772666,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/33ce77d5-6d24-4e45-bffb-2aa8a7cbd5f4
8japfq,tiramisu,76.0,200,124.0,0.056387580850720105,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/a184bb38-7d49-4c95-a49c-63140f9c16c7
6fwmw2,café,77.0,200,123.0,0.05666880074672857,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/7826992b-fc26-4b9a-86e5-fb003e3f80f5
p8a2w5,banane,242.0,120,122.0,0.1766539619096626,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1283a444-b491-4cfb-b1cc-0bda2a6ef7e9
ppf8hc,pâte sauce tomate et viande hachée,229.0,350,121.0,0.16579408720210137,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/398550dd-4f76-4c6b-ba6a-8a2fedd9dc97
xjvrtk,couscous,180.0,300,120.0,0.12924148412304268,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/0251a865-3502-4041-9805-7073b2e511f6
8japfq,blé aux légumes,299.0,180,119.0,0.21289542808249914,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a7ac58e-ba7a-46e3-90b2-220082e458bf
m4egh2,gnocchi au basilic,239.0,120,119.0,0.17017393749738227,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9631ea21-d42e-4129-bd57-c4a1aa521e20
8japfq,café noir,32.0,150,118.0,0.022593326113361536,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/8b8fc57f-7ffd-471d-aeb3-7b691bcf664d
p96w4a,café,122.0,240,118.0,0.08613705580719085,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/d2b8a63e-c62e-4d11-af20-64bc2d6ac70b
ppf8hc,quinoa et boulgour au curry,236.0,120,116.0,0.16380161432187113,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/95e84def-c82b-4360-8390-f5153ff61064
xjvrtk,risotto au safran,135.0,250,115.0,0.09289231671343692,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/f490015b-1246-4f64-b1f7-b1f486e3fe67
m4egh2,pâtes aux légumes (aubergines et carottes),235.0,120,115.0,0.16170144020487168,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328
ppf8hc,pâtes carbonara,236.0,350,114.0,0.16097744855770094,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4d4e6539-b86f-4019-b2aa-0c15dbce0667
p8a2w5,lait,231.0,120,111.0,0.15342041177772858,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4a490097-e5f7-42a3-8928-9bdd835d4d17
8japfq,pomme,69.0,180,111.0,0.04582687624529555,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/782d4a63-1022-4264-b9e6-1e8cc0b03570
r3bub9,frites,196.0,85,111.0,0.1301748948417091,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/a8b0790f-29c7-4122-ac60-50a5a905173e
ppf8hc,thé,360.0,250,110.0,0.2369427208922449,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ea440ae1-9672-4131-a371-29735bab4284
m4egh2,gnocchi au basilic,290.0,180,110.0,0.1908705251631973,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/3e5798b3-c7e0-4d8e-a593-5298c2102755
p96w4a,flan aux asperges,91.0,200,109.0,0.059349364861873165,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9439079d-08f8-47d2-b42b-e67d1e2907f7
xjvrtk,thé,355.0,250,105.0,0.22303131114288963,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/1d85ed61-186b-4141-832b-ced8ca17c317
p96w4a,compote fraise rhubarbe sans sucre,145.0,250,105.0,0.09109729610061688,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/994cf741-27c4-409f-832c-09e367a4e87d
xjvrtk,thé rooibos,355.0,250,105.0,0.22303131114288963,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/a99b0fbb-f247-46d0-b4e8-c87a0627ae75
xjvrtk,concombre,225.0,120,105.0,0.14135787325957794,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/116fc9b1-8b42-428b-aac0-3d074dbb46ae
xjvrtk,betterave rouge cuite,223.0,120,103.0,0.13743276151954478,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/12babb66-d6e5-4c11-afc5-25290865b2a5
ppf8hc,vin blanc,49.0,150,101.0,0.02961185670948788,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4791b05e-091d-47c9-bbd2-b039612d92c2
wrah5h,pizza aux épinards,149.0,250,101.0,0.0900442173410958,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/bd7799bb-241d-4652-8129-fbaf9bb88d41
xjvrtk,cidre,500.0,400,100.0,0.2991701021366729,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/62c48fc7-a443-4018-9e30-62ecd36ead23
p8a2w5,pâtes,300.0,200,100.0,0.17950206128200372,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/abad1443-f704-4eb9-9657-7a67252ff801
xjvrtk,capuccino,300.0,200,100.0,0.17950206128200372,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d612cc3f-cdcb-4afe-9071-5eb321afc0ba
p8a2w5,nectarine,51.0,150,99.0,0.030210196913761228,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/92089c9a-c190-4930-b57e-08ca9f63a9f4
ppf8hc,poulet,98.0,0,98.0,0.05746459321841212,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/6a80dbfb-53c8-48e9-882a-ba7f60d757a4
p8a2w5,café,152.0,250,98.0,0.08912875682855759,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1761d954-a2f9-48f1-b3ea-35ac22f6820c
p8a2w5,café,152.0,250,98.0,0.08912875682855759,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1761d954-a2f9-48f1-b3ea-35ac22f6820c
p8a2w5,café,142.0,240,98.0,0.08326502282667879,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/007504f0-436e-493e-8cfb-af76d54f2c7f
p8a2w5,café au lait,347.0,250,97.0,0.20139532935636545,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651
p8a2w5,café au lait,347.0,250,97.0,0.20139532935636545,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651
ppf8hc,comcombre et vinaigrette,97.0,0,97.0,0.0562978298200791,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ffdb5f17-85f2-45e4-b19f-25d59724fa3a
p8a2w5,"pizza (mozza, jambon, champignon",347.0,250,97.0,0.20139532935636545,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/37fef8e0-2fec-4361-a82e-fea411cf25e0
p8a2w5,café au lait,347.0,250,97.0,0.20139532935636545,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651
p8a2w5,banane,216.0,120,96.0,0.12407182475812097,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/c4fdb42e-5271-4719-844a-9baab6ebf586
xjvrtk,betterave cuite,216.0,120,96.0,0.12407182475812097,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/38b90b00-cd60-4ff1-a7b0-5dbfb9125944
p8a2w5,bananes congelées,216.0,120,96.0,0.12407182475812097,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/72616968-1f43-46e2-9e10-00877527129b
wrah5h,gaufre à la patate douce,85.0,180,95.0,0.04831597149507267,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/1876b0b6-568d-4583-8186-073df252e6c9
xjvrtk,concombre,143.0,50,93.0,0.07957326376631225,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/38b90b00-cd60-4ff1-a7b0-5dbfb9125944
2ahgvr,riz et lentilles au curry,88.0,180,92.0,0.04844162293797007,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/128345aa-69cb-4443-a341-a6ad045a7753
8japfq,touron,29.0,120,91.0,0.015790197990773594,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/1e4b35a9-18f6-45db-a2f6-ad08ef45f1e9
r3bub9,spritz,340.0,250,90.0,0.1830921025076438,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/64df8589-fbd8-40f7-b0df-cc18b15e352b
p8a2w5,sauce tomate,209.0,120,89.0,0.11129726139688505,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/b95a014a-7d17-4694-b3e5-94c939a27c24
wrah5h,polenta,209.0,120,89.0,0.11129726139688505,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/f727ac79-973e-4b92-8f2b-cda94222d4a7
m4egh2,pommes de terre,209.0,120,89.0,0.11129726139688505,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457
m4egh2,chou-fleur,208.0,120,88.0,0.10952019099019321,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9631ea21-d42e-4129-bd57-c4a1aa521e20
wrah5h,soupe courgette,162.0,250,88.0,0.08529937952120817,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/dbd0f239-9a8e-4455-a585-fb3c527b382f
8japfq,yaourt nature,62.0,150,88.0,0.032645441545153746,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/50532cd0-9842-4eab-ad60-d0d89faa8973
p8a2w5,café,162.0,250,88.0,0.08529937952120817,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/67b9ee79-8278-4b71-b8fc-5e9cbe38bf4d
p8a2w5,banane,207.0,120,87.0,0.10775508738758684,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/c0029c6d-619f-4d9f-9486-b2302a9e08ec
wrah5h,pomme,95.0,180,85.0,0.04831597149507267,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/383669c9-0f7c-4be9-a917-ab76ffae8ab0
8japfq,ratatouille,205.0,120,85.0,0.1042607805946305,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2e76dcaa-79fd-45b4-8c87-0be36b966ae2
xjvrtk,tomate,135.0,50,85.0,0.06865953844036643,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/f0284a02-724e-4310-940d-e0fdd9893c70
8japfq,courgettes et maïs au lait de coco,235.0,150,85.0,0.1195184558036008,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/dcde0754-df32-469c-82c0-87095606c15d
p96w4a,vin rouge,65.0,150,85.0,0.03305829628610235,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/83eb98df-753c-4d3c-b80b-c91a38ed994a
wrah5h,limonade maison,334.0,250,84.0,0.16787032771092988,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/e9eee6c1-2c69-471e-af33-23a34fb85e0c
2ahgvr,pâtes aux crevettes,266.0,350,84.0,0.13369313524283638,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/0db22403-901c-4a3a-988b-7dc61881cd1c
p96w4a,sirop,233.0,150,83.0,0.11571301210442234,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/79b1fb93-b5d0-4c2e-a39a-3b7e149e8679
ppf8hc,pain,82.0,0,82.0,0.04023239533533977,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/b3367551-bdba-49c7-bdbb-d616a8ab8b2c
p8a2w5,ratatouille,232.0,150,82.0,0.1138282404609613,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4f96d4f3-ccf5-48a1-bc78-4d09451b3545
xjvrtk,café au lait,168.0,250,82.0,0.08242734654069611,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/794896b4-0506-4a92-8790-290fa76a94a2
6fwmw2,eau chaude,332.0,250,82.0,0.16289213721137563,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/f8cf7e83-ab09-4d49-823b-72e247e390f4
r3bub9,millet,201.0,120,81.0,0.09741576865774342,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/caf038e8-cc51-41c3-ae34-63959a1e6ad6
m4egh2,bière grimbergen rouge,249.0,330,81.0,0.12067923579989111,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/444413a1-c868-455d-8634-7cce2244e9be
xjvrtk,pomme,200.0,120,80.0,0.09573443268373531,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/1e0291cb-b069-4a2b-9381-8db3239b367b
p96w4a,vin rouge,70.0,150,80.0,0.033507051439307364,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9bdb01fc-9658-43e7-9393-81aef96a46de
xjvrtk,café au lait,170.0,250,80.0,0.08137426778117501,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/280dbefa-c24d-42c5-abdb-94bd72ab25aa
xjvrtk,couscous,100.0,180,80.0,0.047867216341867656,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/611431d0-f119-4ef8-ad73-bb27c5075c3c
2ahgvr,humus maison,40.0,120,80.0,0.019146886536747065,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/e6a9b184-1bd0-4fe5-a0d9-2962cbf7c29a
2ahgvr,bière boxer,250.0,330,80.0,0.11966804085466914,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cc0236be-003c-4461-a923-2628da9296df
2ahgvr,tomates,330.0,250,80.0,0.15796181392816327,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/d74023c5-5db0-4ce9-8a5d-f6e240701032
xjvrtk,boulgour,100.0,180,80.0,0.047867216341867656,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d85a22d0-d08f-464c-a45c-e8e09c8594f9
wrah5h,flocons d'avoine,40.0,120,80.0,0.019146886536747065,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/c34091b7-c42f-4e93-ae39-bb28aa3b7819
m4egh2,boules de glace,72.0,150,78.0,0.033602785871991094,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/5350f0cd-e92a-44fc-9770-13b4bcca327e
8japfq,pizza aux légumes,258.0,180,78.0,0.1204099827079681,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/794f61b2-f5f2-414d-bd5e-8ddaefed8b0f
6fwmw2,haticot coco,198.0,120,78.0,0.09240766114797552,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5
wrah5h,"légumes sautés (carottes, poireaux)",198.0,120,78.0,0.09240766114797552,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/5e117510-fc82-4a06-a502-12983d55aac5
ppf8hc,bière,328.0,250,78.0,0.1530793578612928,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/d5d1b6ed-fe80-4296-b470-2023b8956b95
ppf8hc,pates,257.0,180,77.0,0.11840554302365239,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf22a1b3-a8b6-4823-a44b-0893c3097763
8japfq,omelette au fromage,197.0,120,77.0,0.09076222558622382,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a7ac58e-ba7a-46e3-90b2-220082e458bf
p8a2w5,café au lait,317.0,240,77.0,0.14604886046108095,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/606063ba-5ba3-4664-aaf2-aadd1d945354
6fwmw2,tortellini,257.0,180,77.0,0.11840554302365239,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1d67676b-1abf-4ec5-91ee-87f6655f96f4
xjvrtk,risotto,103.0,180,77.0,0.04745436160091905,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/7e8fa753-bb2d-4ee9-983c-7c9ce95fe698
8japfq,ratatouille,196.0,120,76.0,0.08912875682855759,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/b6659a8f-25e7-44f7-a351-7873f60f1586
p96w4a,jus d'orange,124.0,200,76.0,0.056387580850720105,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/2cecd350-0715-4904-bc09-00937de43e96
p8a2w5,viande,44.0,120,76.0,0.02000849643090068,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9db1412f-0390-4151-9d81-2b27a4f9a0d9
