key,description,weight,predicted_weight,absolute_error,weighed_absolute_error,url,reasoning
xjvrtk,pomme,200.0,120,80.0,1.8914765338692516,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/1e0291cb-b069-4a2b-9381-8db3239b367b,
r3bub9,pâtes à la crème,207.0,280,73.0,1.7863813689561414,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/75bf7e4d-ba50-445f-bfd0-c6a7a970d869,
wrah5h,porc,52.0,120,68.0,0.41801631398510464,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/f727ac79-973e-4b92-8f2b-cda94222d4a7,
8japfq,gâteau au chocolat,57.0,120,63.0,0.4245182645702802,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/9acfba1f-6eaa-4d72-84ed-f7653e464195,
wrah5h,semoule de blé dur à la vanille,242.0,180,62.0,1.7737321196358908,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/0cce400a-ac34-4562-a2f8-23658832e62e,
2ahgvr,colrave crue,118.0,180,62.0,0.8648776451117154,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/3718d88c-ba98-4da1-84dc-7d5ad0a4df92,
wrah5h,tagliatelles,159.0,220,61.0,1.146589431374867,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/8de465e6-eb71-4c8f-8cdb-f587e9c8bef8,
8japfq,muffin à la rhubarbe,82.0,140,58.0,0.5622413996926351,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/5d0823ed-be11-45f2-9ae8-7eb63951ab22,
wrah5h,saumon grillé,62.0,120,58.0,0.42510935098711433,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/511a8f5c-2aad-4603-bdd4-39abc8eb9bcc,
wrah5h,pancake,33.0,90,57.0,0.2223667100130039,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/f362f600-6edc-47fa-a44a-4f443a173953,
wrah5h,ratatouille,106.0,50,56.0,0.7017377940654924,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/e3bda09e-e437-4ac8-bfbf-4f282e801bfc,
xjvrtk,tomate,175.0,120,55.0,1.1378413524057218,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d15f25db-272a-4f8a-a0ae-225438cf4b70,
m4egh2,myrtilles,96.0,50,46.0,0.5220475233479135,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9942fa79-be93-458e-b6a9-22fda9333ff4,
wrah5h,poulet grillé,74.0,120,46.0,0.4024116325806833,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/115dbd14-27ca-4200-a232-fa9f3eb9bad7,
8japfq,tarte aux épinards,266.0,220,46.0,1.4465066792765102,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/e338f7c3-373d-46ef-8cf8-34a7d093e5d4,
p8a2w5,rosé,76.0,120,44.0,0.3953185955786736,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4048070b-7b7b-4096-a3fe-14cf2198ec2d,
r3bub9,kiwi,118.0,75,43.0,0.5998344958032864,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/aba4b4e9-dcb4-47cc-b113-116786ec97b1,
p8a2w5,"salade (salade verte, carottes, avocat, 1cs huile d'olive, 1 cs vinaigre)",163.0,120,43.0,0.828584939118099,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/c68fefbc-cbb5-416b-9841-87bdfa83de36,
r3bub9,croissant au jambon,70.0,110,40.0,0.331008393427119,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/ef5d035f-6fc5-4951-aa67-72239a7b5bdf,
wrah5h,mangue,86.0,50,36.0,0.3660007093037002,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/712f4686-2c54-47d3-a8f2-811e15f6e76b,
ppf8hc,cracotte craquinette fraise,35.0,0,35.0,0.1448161721243646,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/67a7b618-09c9-4beb-a43c-4bbc1f9e4cbc,
p8a2w5,riz,185.0,150,35.0,0.7654569098002127,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/82b53493-1c97-472b-9ec6-8cc698b8cfe4,
2ahgvr,cerises,54.0,85,31.0,0.19789573235607047,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/59b1807f-eb91-443d-9315-11b6fa7c948d,
m4egh2,espresso,60.0,30,30.0,0.2127911100602908,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/8a41cd13-4903-4d5b-89c0-00c1973566b9,
m4egh2,oeufs,90.0,120,30.0,0.3191866650904362,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7e7c07da-f8a5-4c6a-96b0-28284727895f,
wrah5h,poulet grillé,79.0,50,29.0,0.2708357961934035,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/e3bda09e-e437-4ac8-bfbf-4f282e801bfc,
r3bub9,mozzarella,89.0,60,29.0,0.30511880836978367,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/f07a0774-2ab0-4231-b431-1d5f34d84b29,
8japfq,nectarine,122.0,150,28.0,0.40383023998108525,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/71ef6b05-37a4-4f22-9ce5-0226e8b83294,
8japfq,pommes,58.0,85,27.0,0.185128265752453,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/8a7014ed-414a-4004-8620-5c06cd3d766a,
xjvrtk,brocolis,67.0,40,27.0,0.21385506561059228,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/f0284a02-724e-4310-940d-e0fdd9893c70,
2ahgvr,salade de pâtes,112.0,85,27.0,0.35748906490128857,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a1dcaa3e-bad0-4d16-a8e3-c6217544e407,
wrah5h,myrtilles,30.0,55,25.0,0.08866296252512117,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/a92ea4e8-63d4-40a4-86b7-b9274976c627,
ppf8hc,pain au céréales,94.0,70,24.0,0.2666981912755645,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/23166ad4-f303-46da-ab59-6d3b8943e904,
wrah5h,tortelloni all'arrabbiata,298.0,320,22.0,0.7750325097529259,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/419833c2-5752-4ac9-873d-00947d43a38a,
6fwmw2,blevita,19.0,40,21.0,0.04716869606336446,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/9d7b61b8-02b0-4d63-838a-54edfe54552b,
wrah5h,saumon grillé,64.0,85,21.0,0.15888402884501715,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/ee492174-b956-48fe-a4cb-4f059c9bc233,
m4egh2,pêche,130.0,150,20.0,0.3073649367537534,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/0babd97c-30ea-4b6d-9a13-32aff4add8f8,
p8a2w5,céréales,60.0,40,20.0,0.1418607400401939,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4c05ee25-7f4e-4aba-8d89-4b7c5345b4b8,
p96w4a,mozarella,80.0,60,20.0,0.18914765338692516,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/fab584a3-42d9-4217-a493-ec0d71878e56,
ppf8hc,quiche lorraine,161.0,180,19.0,0.36162666981912756,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ff685db2-7bab-4f77-b596-fb10a8287f84,
p96w4a,graines de chia,6.0,25,19.0,0.013476770303818419,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/c0fc63a2-21db-448b-875a-c736a595bd0a,
6fwmw2,fajitas galette,42.0,60,18.0,0.08937226622532214,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1ddcaacb-fd1a-4ee3-a08b-a3721350d9a9,
wrah5h,brocolis à la vapeur,101.0,85,16.0,0.19103912992079441,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/ce120f4a-1a53-4927-a9d6-931d184144e7,
p96w4a,tomme de savoie,9.0,25,16.0,0.017023288804823265,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/a11463a4-ab51-4b83-a55f-d4edfb527b13,
wrah5h,purée cacahuète,10.0,25,15.0,0.017732592505024236,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/67b0dffa-f510-4356-979c-09189a0d604d,
xjvrtk,purée de noisettes,10.0,25,15.0,0.017732592505024236,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/6d7c5913-406a-449c-a95d-dae1cff11f27,
wrah5h,gruyère râpé,10.0,25,15.0,0.017732592505024236,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/19a2e7b0-7aad-44c5-b52a-d67294d4ef49,
ppf8hc,cracotte craquinette fraise,33.0,20,13.0,0.05071521456436931,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/408c6404-8e44-4937-b197-324c0543480e,
r3bub9,fromage,38.0,25,13.0,0.058399337983213145,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/b1cddb5b-7db0-4fb4-9340-d84cd4187243,
m4egh2,sauce aux champignons (crème + ail + champignon),98.0,85,13.0,0.15060881900933917,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/6b91ac4b-1f0f-4176-bf40-a12a6cd892e2,
6fwmw2,salade de pomme de terre,108.0,120,12.0,0.15320959924340938,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1a96e805-fc15-4295-90a7-73a41fcb683f,
xjvrtk,pomme,192.0,180,12.0,0.27237262087717223,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d130b57d-355f-4a62-bd0b-21090532c912,
p96w4a,radis,19.0,30,11.0,0.0247074122236671,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ea5f58cc-2c17-4ecc-ad47-54141658e911,
xjvrtk,olives noires,25.0,35,10.0,0.029554320841707057,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d15f25db-272a-4f8a-a0ae-225438cf4b70,
2ahgvr,son d'avoine,10.0,20,10.0,0.011821728336682822,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,
m4egh2,"salade de riz, poivon,cornichon",95.0,85,10.0,0.11230641919848681,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7ff5fe61-b9cd-45c6-8df8-44a690a86b0c,
8japfq,oeuf au plat,51.0,60,9.0,0.05426173306537416,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/c95525c1-9115-4146-aad9-d4c6b8a6b3cf,
wrah5h,olives,16.0,25,9.0,0.017023288804823265,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/fcf4b7f7-6426-46b7-94d2-af87390ce037,
p96w4a,gruyère,7.0,15,8.0,0.006620167868542381,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/bb05cdd7-03de-470b-adb1-765576f92cee,
ppf8hc,pomme,142.0,150,8.0,0.13429483390471686,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/1af5d4ff-9633-44b1-96d6-887426c71a4b,
ppf8hc,pomme de terre au four,172.0,180,8.0,0.16266698191275564,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/f3337fd9-3578-4c7f-9384-bd7ee642348b,
p96w4a,pain libanais,32.0,40,8.0,0.030263624541908028,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0cd8772f-8d7a-427d-b11c-ff2bc6b5b13f,
m4egh2,concombre,28.0,35,7.0,0.023170587539898334,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7ff5fe61-b9cd-45c6-8df8-44a690a86b0c,
8japfq,hummous,42.0,35,7.0,0.0347558813098475,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/0bd218b2-a4c6-4605-8737-2055d3040f25,
r3bub9,croissant au chocolat,81.0,75,6.0,0.05745359971627852,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/8c1803d2-590b-472d-9d8a-898649b2ae5f,
p8a2w5,pain aux graines,66.0,60,6.0,0.04681404421326398,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/c03e9bce-c9d5-45d6-ae2b-3e5d25ff8129,
2ahgvr,toast,55.0,50,5.0,0.032509752925877766,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/feb15752-d5e3-4f73-8eeb-9fb560cc6f6b,
2ahgvr,graines de chia,8.0,12,4.0,0.0037829530677385035,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/aa859e5b-563f-472c-9914-036722ebf60e,
wrah5h,poisson,124.0,120,4.0,0.0586357725499468,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/5e117510-fc82-4a06-a502-12983d55aac5,
ppf8hc,parmesan,14.0,10,4.0,0.006620167868542381,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/2833b10a-52c7-409b-ad86-f6147c323f9e,
wrah5h,2 macarons,26.0,30,4.0,0.012294597470150137,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/8817f8e9-2029-4bb5-8b05-39bc211d1857,
wrah5h,sauce pesto,8.0,12,4.0,0.0037829530677385035,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/8c36c212-67bf-4a50-b2ec-e4b780749488,
m4egh2,poulet,86.0,90,4.0,0.04066674547818891,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1433b4f9-85ec-4321-944a-d971fef9b19d,
wrah5h,avocat,39.0,35,4.0,0.018441896205225204,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/19a2e7b0-7aad-44c5-b52a-d67294d4ef49,
p96w4a,vinaigre balsamique,9.0,5,4.0,0.004255822201205816,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/8e09dfe1-3c68-435f-8352-e7d32f9f9de7,
wrah5h,tranche jambon,27.0,30,3.0,0.009575599952713086,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/19a2e7b0-7aad-44c5-b52a-d67294d4ef49,
p96w4a,tomate séchée,12.0,15,3.0,0.004255822201205816,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/82f0bd88-ab57-46d8-83c6-99d636a8a3d4,
m4egh2,barre choco-muesli,27.0,30,3.0,0.009575599952713086,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/47707a6b-caa3-4c30-9516-9498f0a4b9b3,
p8a2w5,abricots,67.0,70,3.0,0.023761673956732475,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8bede65a-f878-4c2e-b072-81e946b9ac06,
p96w4a,pêche,27.0,25,2.0,0.006383733301808725,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,
p96w4a,thon,42.0,40,2.0,0.009930251802813572,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,
p8a2w5,saucisse de st galle,122.0,120,2.0,0.02884501714150609,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/f34ff5fd-65d3-40a7-b440-cf05db977130,
8japfq,myrtilles,48.0,50,2.0,0.01134885920321551,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/de554885-68af-4989-b977-79eff1160205,
m4egh2,famer baies des bois - chocolat,28.0,30,2.0,0.006620167868542381,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/cf5be2b9-1d21-4ed6-883c-9b04e51bb2c6,
6fwmw2,haricots coco,86.0,85,1.0,0.010166686369547227,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b6177d5-0d26-4a44-8697-8f007fe9ff1c,
wrah5h,pépites chocolat noir,9.0,10,1.0,0.001063955550301454,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/2e7b02f3-969a-4269-bf8a-ee2710c121bc,
p8a2w5,barre de chocolat kinder,21.0,21,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0845ef8b-a437-4236-a4f5-49280aac5c51,
ppf8hc,kinder,21.0,21,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/8558ccd5-6346-4e72-8263-f3e9c80d7597,
p8a2w5,barre de chocolat kinder,21.0,21,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0845ef8b-a437-4236-a4f5-49280aac5c51,
p8a2w5,mais,60.0,60,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/e7f3470c-66d1-410d-8423-4bc12438ecb0,
