id,00_MSG_00_TEXT,00_MSG_01_IMAGE,00_MSG_02_TEXT
78,"salade , brocolis , mais, pois chiches ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/e7f3470c-66d1-410d-8423-4bc12438ecb0,mais
79,"tortilla, aubergines sautées, salade russe, mayonnaise",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/d767c564-a3e6-4306-b022-ea44636699d8,mayonnaise
80,"toast , fromage frais",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/feb15752-d5e3-4f73-8eeb-9fb560cc6f6b,toast 
81,artichaut ,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9b2c7383-a434-4260-ac30-86103e4546ea,artichaut 
82,"pomme, yaourt nature ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/885c0212-0193-4a37-b6a9-a1dab36f03c5,yaourt nature 
83,"riz, dahl de lentille ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/5ddea52e-8411-4822-893f-d8420fa6cb40,dahl de lentille 
84,"riz, tomate cerise, pêche , maïs, asperges, thon, haricot rouge, oeuf, sauce à salade",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7,oeuf
85,"fraises, brioche au chocolat, pain aux noix, hummous , cottage cheese aux herbes, st-félicien , tomates rôties , oeuf au plat ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/0bd218b2-a4c6-4605-8737-2055d3040f25,cottage cheese aux herbes
86,"haticot coco , crevette , perle de blé , sauce crème 15% au safran ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5,perle de blé 
87,"tomates, avocat, wrap, oeuf",https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/b1c79503-9afe-45a3-9889-94724bfcf2b2,oeuf
88,"mozarella , tomate , salade verte , oignons nouveaux , carotte, graine de tournesol, œuf , vinaigre balsamique crème , houmous au basilic (acheté)",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/fab584a3-42d9-4217-a493-ec0d71878e56,houmous au basilic (acheté)
89,"asperges, mayonnaise thomy",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b24759a6-90ea-4f9e-a1ad-d52af234de62,mayonnaise thomy
90,"pâtes, courgettes gratinée , sauce aux champignons (crème + ail + champignon)",https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/32c03d9e-2971-4f4b-bbec-4efde05dbf93,pâtes
91,"quinoa et boulgour au curry , poivrons jaune",https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/95e84def-c82b-4360-8390-f5153ff61064,poivrons jaune
92,"sauce andalouse, pain, brochette de boeuf, salade de pâtes, mergez",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a,brochette de boeuf
93,"quinoa, mangue, betterave, avocat , carotte râpées, tomate, tofu à la mangue , échalotes , oignons en bottes ",https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/712f4686-2c54-47d3-a8f2-811e15f6e76b,tomate
94,"quinoa , betterave , mangue , concombre , tomate, avocat ",https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/bba5cf64-1d08-40cb-bc6c-bfdd2a7c2116,betterave 
95,porridge salé,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a35f3211-3b33-4826-97b8-3af69655dada,porridge salé
96,cereales,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/7daff41f-6328-4146-8d14-b015551594c4,cereales
97,rondelle de citron,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b948411c-820d-4c9e-b53f-b3c44d2249dd,rondelle de citron
98,"boulgour , tomates cerises , feta, pousses de graines , oeuf au plat ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/c95525c1-9115-4146-aad9-d4c6b8a6b3cf,oeuf au plat 
99,fondant au chocolat maison,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/1be13f84-6a0b-4b1c-bff5-fc0a0fcf87b8,fondant au chocolat maison
100,lapin au chocolat ,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/5075016a-7232-4e6b-aaec-431f15ae7253,lapin au chocolat 
101,"purée cacahuète , pépites de chocolat noir, 1/2 banane",https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/97652ee3-3e16-4d7d-bafa-ffb83df2257c,purée cacahuète 
102,soupe à la tomate ,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/f87a2a81-9c85-454b-af47-38ed4c42554b,soupe à la tomate 
103,"pâtes , tomates, ail",https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/d985ac93-4b39-4db6-a618-c60859b4f22b,tomates
104,"pain pita, jambon, moutarde",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a2d48966-aa71-4479-8b0f-d28dbf8ffab6,moutarde
105,tartine nutela,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/39ffd518-c349-4e45-ae4e-4679a17bd8bf,tartine nutela
106,"yogourt chocolat , yogourt chocolat , yogourt chocolat ",https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/a52672d9-9e62-4a28-8952-792840f894b6,yogourt chocolat 
107,"pain, beurre, mélasse , pain, beurre, pâte à tartiner",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/32043e73-8b8d-43a6-b1a0-3cf935affee5,beurre
108,yaourt moka,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a5b2e3a2-95b9-4bbc-9b67-a20ebcac6ff7,yaourt moka
109,"pomme de terre duchesse , poissons panés, ketchup , mayonnaise ",https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ddb88e9f-bf1c-4010-9d5a-1181e9cbe810,pomme de terre duchesse 
110,blévita graines de courges,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/3d2544a5-ac3b-4aeb-895a-a9fb413ec0ed,blévita graines de courges
111,"yogourt nature, flocons d'avoine, son d'avoine, miel, graine de chia, purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,miel
112,"saumon, crevettes",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/700b5570-50ed-4924-98cb-282dc92430e5,saumon
113,"pain, beurre, confiture abricot , pain, beurre, mélasse",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0c836c4f-c291-4337-a78c-461d7f66fb81,mélasse
114,"riz, asperges, fenouille, viande de porc avec sauce aux champignon",https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/0e163ff7-c733-41f3-8cc9-764fb3886aa2,riz
115,"frites , poulet ",https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fa24ac3d-41bd-47e9-899a-26fab1d92362,poulet 
116,"pomme, fromage pâte dure ",https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/42d05c13-cf2c-433e-a2d3-78a67d41cf05,fromage pâte dure 
117,"galette au sarrasin , gruyère , jambon blanc , oeuf ",https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/e006559d-62c1-44d4-8a5c-ba881c44c149,oeuf 
118,"pain, tranches de porc, carottes",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a78123a9-a71d-44cc-a512-4b8f9c048b9b,carottes
119,"pomme de terre duchesse , poissons panés, ketchup , mayonnaise ",https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ddb88e9f-bf1c-4010-9d5a-1181e9cbe810,ketchup 
120,"gnocchi au basilic, chou-fleur, fromage râpé",https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/3e5798b3-c7e0-4d8e-a593-5298c2102755,gnocchi au basilic
121,"salade tomate mozzarella concombres , pillons de poulet, pain blanc",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a80cc37c-4f30-4827-84cd-91a2f89042c2,pillons de poulet
122,"nouille de riz , mélange de porc et légumes façon thaï ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/ec6d03db-ac9d-4ca2-92e1-96ab989361cb,mélange de porc et légumes façon thaï 
123,kiwi,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/6da3acd7-23d1-4c66-baf1-93c7fc41087d,kiwi
124,"flocons d'avoine, graines de chia, pépites de chocolat , purée de cacahuète , framboises, myrtilles",https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/c0fb0561-9aaf-42ef-b18e-2677b0c8f7d7,flocons d'avoine
125,"tresse au beurre , gruyère ",https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/5ed8ce20-0563-4e69-8fad-260878497dad,tresse au beurre 
126,"patates sautés , œuf ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/273d9044-6fbe-4ba8-948d-3ce80f7976f0,œuf 
127,"pain, beurre, confiture , pain, beurre , nutella",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/6b14a3f8-bfc1-4e9d-9ce7-f884774afb59,pain
128,"salade de tomates , vinaigre balsamique, graines de lin",https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/ce668b40-a61f-4ac1-abfd-a150071ddd76,graines de lin
129,"kiwi, 2 biscuits nutella ",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/86da771f-1d27-4626-b23c-0274d35df787,kiwi
130,humus maison,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/e6a9b184-1bd0-4fe5-a0d9-2962cbf7c29a,humus maison
131,"pommes de terre, fêta, carottes, panais, aubergines, racines rouges",https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,panais
132,"gruyère , mozzarella , pain bis, tomates ",https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/f07a0774-2ab0-4231-b431-1d5f34d84b29,gruyère 
133,"poulet, wrap, poivron, tomates, salade verte, avocat",https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/6f0647af-ce31-45ac-abc9-d335ba8bcd5e,poivron
134,"haticot coco , crevette , perle de blé , sauce crème 15% au safran ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5,sauce crème 15% au safran 
135,"pain, beurre, confiture abricot , pain, beurre, mélasse",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0c836c4f-c291-4337-a78c-461d7f66fb81,pain
136,nectarine,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a32f4df7-de95-4851-81a8-4259891b6bd4,nectarine
137,"œufs au plat, brocoli , semoule ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/a2a7a39e-6053-4f38-806d-2bfed94b37c0,brocoli 
138,"épinards frais , pousses de graines , tomates cerises , fallafels",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/b233fd7c-865a-4287-818f-8d4fe868585e,fallafels
139,yogourt vanille ,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/337ec001-6209-48a3-ab06-cbf3ac51ca9c,yogourt vanille 
140,"porridge, purée d'amande ",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b8540d8b-d377-4484-abcd-0071bf431d0d,porridge
141,yogourt nature maigre,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/c95d8fb6-a802-4585-b763-b8342bbd4ca8,yogourt nature maigre
142,"compote rhubarbe, yogourt",https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/397afb74-d345-4fda-a427-ee570908ee67,yogourt
143,"gratin pates avec thon, petits pois, poivrons et fromage à gratiner",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/2560a081-c1dd-48cf-aa05-a02ed674827f,"gratin pates avec thon, petits pois, poivrons et fromage à gratiner"
144,"poulet , poivrons ",https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/0f125347-e590-4f41-ba0e-ffd810afad09,poulet 
145,"fraises, brioche au chocolat, pain aux noix, hummous , cottage cheese aux herbes, st-félicien , tomates rôties , oeuf au plat ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/0bd218b2-a4c6-4605-8737-2055d3040f25,oeuf au plat 
146,"pain, beurre, confiture fraise, framboises, myrtilles",https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1f732396-f9f9-451f-bb51-ade259131e78,confiture fraise
147,"pancake, pépites de chocolat noir, pancake, pépites de chocolat noir",https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/f362f600-6edc-47fa-a44a-4f443a173953,pancake
