id,00_MSG_00_TEXT,00_MSG_01_IMAGE,00_MSG_02_TEXT
17,"nouilles de riz, courgettes et maïs au lait de coco, amandes grillées ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/dcde0754-df32-469c-82c0-87095606c15d,courgettes et maïs au lait de coco
18,glace movenpick café-chocolat,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/80d3017b-bc9a-4dcb-ad16-a46aa3c0048c,glace movenpick café-chocolat
19,café,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/86ceb725-f8aa-4f49-a72d-d44fb229ea99,café
20,glace movenpick café-chocolat,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/5f8e5ef9-e248-4e8c-9975-e35edcd5fa6e,glace movenpick café-chocolat
21,café,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/8320699a-53cb-43b0-aa0b-f53e921308af,café
22,glace movenpick café,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/253836a6-4175-4ae0-9f29-f0157d7141b1,glace movenpick café
23,glace café ,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/5e46238f-a50e-4b2a-b205-7383c5aa9c5b,glace café 
24,bière grimbergen rouge,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/444413a1-c868-455d-8634-7cce2244e9be,bière grimbergen rouge
25,"vin rouge, vin rouge",https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4f610880-73e2-4dea-86d6-03986521b0b2,vin rouge
26,"vin rouge, vin rouge",https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4f610880-73e2-4dea-86d6-03986521b0b2,vin rouge
27,"café au lait, café au lait, café au lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651,café au lait
28,"café au lait, café au lait, café au lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651,café au lait
29,"céréales au coco, lait dans céréales ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9360a3db-de0a-4e11-83f4-8077839c7eca,lait dans céréales 
30,"eau, eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a2e8faf7-4e14-4204-a456-45fee0197424,eau
31,"eau, eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a2e8faf7-4e14-4204-a456-45fee0197424,eau
32,"eau, eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a2e8faf7-4e14-4204-a456-45fee0197424,eau
33,"café au lait, café au lait, café au lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651,café au lait
34,"céréales , lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9909ddbe-3881-4bba-9d91-aa2a002a7bb7,lait
35,"eau, eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a2e8faf7-4e14-4204-a456-45fee0197424,eau
36,"eau, eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a2e8faf7-4e14-4204-a456-45fee0197424,eau 
37,café au lait,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a97afef0-0a63-4252-9a07-818201610bd1,café au lait
38,"céréales , lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/fd55317a-e792-439f-bff1-811093d38657,lait
39,yogourt nature avec coulis passion (perle de lait),https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/62774903-1b54-493b-9f6e-2c084eaf3ef5,yogourt nature avec coulis passion (perle de lait)
40,café au lait,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/606063ba-5ba3-4664-aaf2-aadd1d945354,café au lait
41,"café , lait dans le café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/03210130-04f7-45e1-babd-2c0693093101,café 
42,"café , lait dans le café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/03210130-04f7-45e1-babd-2c0693093101,lait dans le café
43,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau 
44,"céréales , lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4c05ee25-7f4e-4aba-8d89-4b7c5345b4b8,lait
45,thé au chanvre,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0e167b0e-8e66-409d-9beb-3f7879d1d8e5,thé au chanvre
46,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
47,thé au chanvre,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/bbce7865-d72c-4095-a722-1c93b4b47e21,thé au chanvre
48,"riz, curry (lait de coco, tofu, oignon, carottes, poivrons verts)",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/62095991-e788-405d-a5d5-b5ad2d8bd2e0,"curry (lait de coco, tofu, oignon, carottes, poivrons verts)"
49,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
50,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
51,"eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/71c4ab0a-8e0c-44b1-afbd-8e8514f775e7,eau
52,"eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/71c4ab0a-8e0c-44b1-afbd-8e8514f775e7,eau
53,"eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/71c4ab0a-8e0c-44b1-afbd-8e8514f775e7,eau
54,"eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/71c4ab0a-8e0c-44b1-afbd-8e8514f775e7,eau 
55,"céréales , lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4e1ee2dc-ee7d-4814-97f4-73b0495d0d61,lait
56,"café, lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/67b9ee79-8278-4b71-b8fc-5e9cbe38bf4d,café
57,"café, lait",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/67b9ee79-8278-4b71-b8fc-5e9cbe38bf4d,lait
58,"eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a416936b-b0a2-4ec7-97da-21c62ae6d7a0,eau
59,"eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a416936b-b0a2-4ec7-97da-21c62ae6d7a0,eau
60,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ca7991bc-4cd1-4134-b59e-4abec240c402,eau
61,"café, lait dans le café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/007504f0-436e-493e-8cfb-af76d54f2c7f,café
62,"café, lait dans le café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/007504f0-436e-493e-8cfb-af76d54f2c7f,lait dans le café
63,"bananes congelées, lait, beurre de cacahuète , cacao en poudre, fraises",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/72616968-1f43-46e2-9e10-00877527129b,lait
64,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ca7991bc-4cd1-4134-b59e-4abec240c402,eau
65,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ca7991bc-4cd1-4134-b59e-4abec240c402,eau
66,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ca7991bc-4cd1-4134-b59e-4abec240c402,eau
67,"café, lait dans le café , café ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1761d954-a2f9-48f1-b3ea-35ac22f6820c,café
68,"café, lait dans le café , café ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1761d954-a2f9-48f1-b3ea-35ac22f6820c,lait dans le café 
69,"céréales , lait d'avoine",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ac28838e-2a46-49a2-98c8-d5c99aed7da4,lait d'avoine
70,"eau , eau, eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0f5fb90d-106d-4cdd-a2fd-0d4fa8b76d28,eau 
71,"eau , eau, eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0f5fb90d-106d-4cdd-a2fd-0d4fa8b76d28,eau
72,"eau , eau, eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0f5fb90d-106d-4cdd-a2fd-0d4fa8b76d28,eau
73,"eau , eau, eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0f5fb90d-106d-4cdd-a2fd-0d4fa8b76d28,eau
74,"eau , eau, eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0f5fb90d-106d-4cdd-a2fd-0d4fa8b76d28,eau
75,"eau , eau, eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0f5fb90d-106d-4cdd-a2fd-0d4fa8b76d28,eau
76,café au lait,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ea4d3780-8834-4824-adc9-cdd0133a577d,café au lait
77,"céréales , lait dans les céréales ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/f831628d-4dd0-435f-9ae5-08c943df0864,lait dans les céréales 
78,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
79,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
80,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
81,"café froid, café froid ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/52833381-19d3-4e59-a033-3a6960572e57,café froid
82,"céréales , lait dans céréales ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4fb4c5be-8035-4321-b876-62099731b721,lait dans céréales 
83,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
84,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
85,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau 
86,"café froid, café froid ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/52833381-19d3-4e59-a033-3a6960572e57,café froid 
87,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
88,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
89,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau 
90,"café , lait dans le café froid",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/dacc4b11-9bfa-4447-8ad5-5bcf3bde997f,café 
91,"café , lait dans le café froid",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/dacc4b11-9bfa-4447-8ad5-5bcf3bde997f,lait dans le café froid
92,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
93,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
94,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau
95,"eau, eau, eau, eau, eau, eau , eau, eau, eau , eau, eau, eau, eau ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3b030a9f-5375-420f-ab1d-20fe6d201bf4,eau 
96,"café, lait, café froid, lait dans café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4a490097-e5f7-42a3-8928-9bdd835d4d17,café
97,"café, lait, café froid, lait dans café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4a490097-e5f7-42a3-8928-9bdd835d4d17,lait
98,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
99,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
100,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
101,"café, lait dans le café , café ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1761d954-a2f9-48f1-b3ea-35ac22f6820c,café 
102,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
103,"cereales, lait dans cereales",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/7daff41f-6328-4146-8d14-b015551594c4,lait dans cereales
104,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
105,"café, lait, café froid, lait dans café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4a490097-e5f7-42a3-8928-9bdd835d4d17,café froid
106,"café, lait, café froid, lait dans café",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4a490097-e5f7-42a3-8928-9bdd835d4d17,lait dans café
107,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
108,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
109,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau 
110,thé noir,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0a95f4d6-8105-417e-9a7a-59969a8215a1,thé noir
111,"céréales , lait dans céréales ",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0cff6731-b501-4414-b535-d1ebb4d6f08e,lait dans céréales 
112,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau 
113,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
114,thé noire,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/94d3f2c1-ff20-432d-86fb-1e12050cc972,thé noire
115,"eau , eau, eau, eau, eau, eau, eau, eau, eau, eau, eau, eau , eau , eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/8ac29275-d4b1-4944-a03a-38c7f8287e8c,eau
116,verre d'eau ,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/bb1887b0-3f5b-45e4-952f-ddf0cf621341,verre d'eau 
117,café au lait + cacao,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/7e59f8b9-ed70-4f16-ab18-a5c271f0dbfb,café au lait + cacao
118,"eau plate, eau plate, eau plate , eau plate",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f88db701-d88b-4e81-a306-7e6b5c287582,eau plate
119,"eau plate, eau plate, eau plate , eau plate",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f88db701-d88b-4e81-a306-7e6b5c287582,eau plate
120,"eau plate, eau plate, eau plate , eau plate",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f88db701-d88b-4e81-a306-7e6b5c287582,eau plate 
121,"eau plate, eau plate, eau plate , eau plate",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f88db701-d88b-4e81-a306-7e6b5c287582,eau plate
122,jus d'orange coupé à l'eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/6ad59878-45cb-41db-83e2-d19e6a055682,jus d'orange coupé à l'eau
123,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/11b1171d-d1e7-414e-a0d4-38d6224254e6,eau
124,"café au lait, cacao",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/87ad5ad5-a05a-4151-8f82-a6594d8c0f37,café au lait
125,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/11b1171d-d1e7-414e-a0d4-38d6224254e6,eau
126,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/11b1171d-d1e7-414e-a0d4-38d6224254e6,eau
127,vin rouge ,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/83eb98df-753c-4d3c-b80b-c91a38ed994a,vin rouge 
128,vin rouge ,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9bdb01fc-9658-43e7-9393-81aef96a46de,vin rouge 
129,"eau, eau, eau, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/11b1171d-d1e7-414e-a0d4-38d6224254e6,eau
130,thé ,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/30389a8f-3e18-4cf7-98d0-2d651df1c85d,thé 
131,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/745e6a00-3c5f-4fd2-9f7c-2c03bbaeb7a8,eau
132,"café au lait, cacao ",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1fa43be0-8f68-4c17-926f-93ab2180fac1,café au lait
133,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4695156f-eaa8-4d51-b8df-23332b76ebbd,eau
134,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/143953f6-6d14-4702-bb91-e9916fa77a82,eau
135,vin rouge,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/81a27172-17cd-423d-ac22-db656478d898,vin rouge
136,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/07593b20-c5be-4aa6-a7f9-3cb3009e079e,eau
137,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/bbd03934-4660-41b0-a2b5-cd4d92766f0d,eau
138,"sirop, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/33ce77d5-6d24-4e45-bffb-2aa8a7cbd5f4,sirop
139,"sirop, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/33ce77d5-6d24-4e45-bffb-2aa8a7cbd5f4,eau
140,"café au lait, cacao, café au lait, cacao",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/df716541-77d9-493f-a69b-8cf20719be25,café au lait
141,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/c2971176-35d0-4098-b9d6-eed9b040fb4f,eau
142,vin rouge,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/e723a10e-29dc-452b-9e25-d166215dcd2a,vin rouge
143,"café au lait, cacao, café au lait, cacao",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/df716541-77d9-493f-a69b-8cf20719be25,café au lait
144,thé ,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/cdb158f4-11fe-46ca-b597-c1898b559d58,thé 
145,thé ,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/6861fd64-0052-452e-919d-f173bfa03275,thé 
146,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/561f3df3-d5b2-4328-b7f8-014b4be461b3,eau
147,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/a9174b8f-09ee-44c3-868a-f287a3f247b3,eau
148,"café , cacao",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ab475b4-42bf-4e4c-a30b-035fb7486d2f,café 
149,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/ccccd783-22e5-49ad-a1a0-206059d151f8,eau
150,"sirop, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4d08d54e-5412-44bc-b1e9-f65413acf5d2,sirop
151,"sirop, eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4d08d54e-5412-44bc-b1e9-f65413acf5d2,eau
152,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/cf541a47-a6a7-4901-97af-346341dc773f,eau
153,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/3b57bdc1-7a05-46ff-ba56-39489697807d,eau
154,"café au lait, cacao",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/01f23918-3fb3-4721-96e4-7bad3ce8be53,café au lait
155,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/bb2c0973-4650-4fd7-9903-378e6b2265b8,eau
156,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/d4bb3701-31fa-465a-8e07-2ad1537483db,eau
157,sirop,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/79b1fb93-b5d0-4c2e-a39a-3b7e149e8679,sirop
158,eau,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/90bf5d99-c6f1-4063-b842-6eb5a65749a9,eau
159,"café au lait, cacao",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/3f5d416b-d714-406e-b741-79162c7b5865,café au lait
160,"eau, pomme, kiwi",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b919a838-60ef-4053-be96-e64d17fcf5b0,eau
161,"eau , eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/fd7babc2-1fff-4ed3-8da6-7850b5ffa9a1,eau 
162,"eau , eau",https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/fd7babc2-1fff-4ed3-8da6-7850b5ffa9a1,eau
